req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,predBidProb,post_id_manuf,manufacturer_name,manufacture_country,vendor_status
0,1,standard,0,1,0,>=20,[100-200),,0.006563964,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,0,>=20,[100-200),,0.002420627,20224,YDC METAL,TR,vendor
0,1,standard,0,1,0,>=20,[100-200),,0.0020094202,21576,Masteran LTD,,vendor
0,1,standard,0,1,0,>=20,[100-200),,0.00083247083,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,standard,0,1,0,>=20,[100-200),,0.0005327787,63577,Inolif,TR,vendor
0,1,standard,0,1,0,>=20,[100-200),,0.00027198033,20522,AVCO,,vendor
0,1,standard,0,1,0,>=20,[100-200),,0.00021102544,65418,Hall Family Investments 3 LLC,US,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.39619917,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.31256735,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.21676804,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.19503886,5011,YAAF,,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.114714555,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.101833574,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.08693015,54499,Leshine,CN,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.064593405,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.055590723,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.045955554,65418,Hall Family Investments 3 LLC,US,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.0401178,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.028606378,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.025454992,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.018577928,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.011286371,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.01069347,15203,Dakrim Ltd,,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.009676238,19924,RUDI LTD,,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.0050417553,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.0016655863,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,0,[11-20),[10-30),,0.00080775376,15611,Chemograf Ltd.,,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.44243735,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.23026057,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.2077116,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.17491813,5011,YAAF,,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.13215344,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.08244511,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.07684718,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.06329439,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.06255818,54499,Leshine,CN,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.05433205,24491,Spuntech Solutions Private Limited,IN,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.031186242,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.03029924,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.028135883,65418,Hall Family Investments 3 LLC,US,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.02418769,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.014617661,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.009006667,19924,RUDI LTD,,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.0010758814,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.0009113029,20224,YDC METAL,TR,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.0007748955,756,Micron E.M.E,,vendor
0,1,standard,0,1,0,[11-20),[1-10),,0.00045450332,23582,BURKAMER KALIP MAKINA MUHENDISLIK SAN TIC LTD STI,TR,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.46545961,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.31941733,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.18728922,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.1773294,5011,YAAF,,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.1356375,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.09799546,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.078726545,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.064825304,24491,Spuntech Solutions Private Limited,IN,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.06331857,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.059545197,65418,Hall Family Investments 3 LLC,US,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.04825863,20522,AVCO,,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.03426805,19924,RUDI LTD,,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.033671975,54499,Leshine,CN,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.029946752,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.027911568,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.027286706,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.012664527,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.008256236,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.0063962927,63577,Inolif,TR,vendor
0,1,standard,0,1,0,[11-20),[30-100),,0.0057904962,15203,Dakrim Ltd,,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.48920912,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.45711342,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.21411881,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.14899293,5011,YAAF,,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.13919216,20522,AVCO,,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.122683324,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.08468973,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.072844796,24491,Spuntech Solutions Private Limited,IN,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.056098387,63577,Inolif,TR,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.052340124,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.048896883,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.03605197,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.033876784,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.033182014,54499,Leshine,CN,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.020542404,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.009906844,19924,RUDI LTD,,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.005668884,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.0055657667,15203,Dakrim Ltd,,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.0048502223,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,0,[11-20),>=200,,0.0037782502,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.3289354,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.30726567,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.22713041,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.108387806,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.10001897,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.07473417,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.072771095,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.067332245,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.0638638,54499,Leshine,CN,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.053411633,65418,Hall Family Investments 3 LLC,US,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.046568558,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.03020874,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.026266921,63577,Inolif,TR,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.014731847,5011,YAAF,,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.007310481,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.0069350777,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.0016302773,20224,YDC METAL,TR,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.0011839349,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.00093809416,20522,AVCO,,vendor
0,1,standard,0,1,0,[11-20),[100-200),,0.0008023508,21576,Masteran LTD,,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.34248483,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.33874613,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.31494617,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.13354583,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.11227744,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.10768701,54499,Leshine,CN,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.089570686,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.07664815,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.06517137,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.05247304,5011,YAAF,,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.039038766,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.038822845,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.0055835834,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.0035009056,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.0032483249,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.002668615,20224,YDC METAL,TR,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.0014118932,1276,A. Peer Industries Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[10-30),,0.00025117144,5007,nirgal metal turning,,vendor
0,1,standard,0,1,1,[4-11),[10-30),,8.563943e-05,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,standard,0,1,1,[4-11),[10-30),,8.4204396e-05,63577,Inolif,TR,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.45591885,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.31411716,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.3129555,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.15192224,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.14719874,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.107773975,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.060550094,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.04586169,5011,YAAF,,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.022633616,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.015533246,54499,Leshine,CN,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.015306577,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.0061148354,20224,YDC METAL,TR,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.0043027657,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.0042130966,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.001885245,1276,A. Peer Industries Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.00034600444,5007,nirgal metal turning,,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.00022500429,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.00015048013,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[1-10),,0.00012586582,24491,Spuntech Solutions Private Limited,IN,vendor
0,1,standard,0,1,1,[4-11),[1-10),,7.610821e-05,23582,BURKAMER KALIP MAKINA MUHENDISLIK SAN TIC LTD STI,TR,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.480332,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.410307,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.33591813,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.21128072,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.115734994,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.10576836,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.090916425,54499,Leshine,CN,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.08520738,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.04780154,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.043904815,5011,YAAF,,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.026326621,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.022436185,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.005024195,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.0017205504,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.0015285239,63577,Inolif,TR,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.0014307301,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.0011923972,24491,Spuntech Solutions Private Limited,IN,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.0008583802,1276,A. Peer Industries Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.00037760913,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,standard,0,1,1,[4-11),[30-100),,0.00032383576,5007,nirgal metal turning,,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.46737376,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.429134,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.35963622,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.2501424,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.10614513,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.086887166,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.07659927,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.06533075,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.0338374,54499,Leshine,CN,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.031108793,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.029071055,5011,YAAF,,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.02536158,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.016826319,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.014595124,63577,Inolif,TR,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.013379989,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.010388923,20224,YDC METAL,TR,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.0013700299,24491,Spuntech Solutions Private Limited,IN,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.0007916266,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.00040354463,20522,AVCO,,vendor
0,1,standard,0,1,1,[4-11),>=200,,0.00014937778,5007,nirgal metal turning,,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.37560692,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.35616797,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.3336056,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.21237761,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.18498014,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.11331721,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.10769547,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.07954302,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.052031357,54499,Leshine,CN,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.026983706,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.011584491,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.0077536106,20224,YDC METAL,TR,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.003784149,63577,Inolif,TR,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.0037535713,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.003256787,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.0022681593,21576,Masteran LTD,,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.0010135532,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.0005485467,5007,nirgal metal turning,,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.00037002823,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,1,[4-11),[100-200),,0.0003695597,5011,YAAF,,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.47990176,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.44138843,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.36761075,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.2135193,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.18355685,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.17758393,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.11717332,54499,Leshine,CN,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.11154096,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.060553882,5011,YAAF,,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.04317675,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.041681238,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.026352353,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.025555281,19924,RUDI LTD,,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.0074949684,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.0064016036,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.005640528,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.0016506864,65418,Hall Family Investments 3 LLC,US,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.0016427047,63577,Inolif,TR,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.0006298336,20224,YDC METAL,TR,vendor
0,1,standard,0,1,1,[1-4),[10-30),,0.00045285016,23582,BURKAMER KALIP MAKINA MUHENDISLIK SAN TIC LTD STI,TR,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.5011744,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.34887522,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.32518846,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.18380119,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.16606201,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.15389284,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.14007083,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.054256897,54499,Leshine,CN,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.04520208,5011,YAAF,,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.022021629,19924,RUDI LTD,,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.021417107,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.012631959,770,M.ash presicion mechanics,IL,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.006770838,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.005903867,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.0017724119,20224,YDC METAL,TR,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.0011201132,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.0009014708,63577,Inolif,TR,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.00082340924,65418,Hall Family Investments 3 LLC,US,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.00062515633,23582,BURKAMER KALIP MAKINA MUHENDISLIK SAN TIC LTD STI,TR,vendor
0,1,standard,0,1,1,[1-4),[1-10),,0.00045900786,1276,A. Peer Industries Ltd.,,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.5217046,15228,Metalif Inc.,TR,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.46234548,5314,Hongding Photoelectric Technology,CN,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.36433187,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.26877856,788,Zahavi steel ltd.,,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.11972111,1714,MATIC Kft.,HU,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.10613928,23710,5MGLOBAL,TR,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.10555766,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.10334599,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.08068586,19924,RUDI LTD,,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.059861712,54499,Leshine,CN,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.041156214,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,standard,0,1,1,[1-4),[30-100),,0.034687318,5011,YAAF,,vendor
