req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,predBidProb,post_id_manuf,manufacturer_name,manufacture_country
0,1,urgent,1,1,1,[11-20),[30-100),,0.22724065,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,1,1,1,[11-20),[30-100),,0.1830963,5011,YAAF,
0,1,urgent,1,1,1,[11-20),[30-100),,0.16456401,2184,P.D.R ELECTRONICS,CN
0,1,urgent,1,1,1,[11-20),[30-100),,0.101913124,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,1,1,1,[11-20),[30-100),,0.03987383,5314,Hongding Photoelectric Technology,CN
0,1,urgent,1,1,1,[11-20),[30-100),,0.025256166,15212,FGM TEKNİK,TR
0,1,urgent,1,1,1,[11-20),[30-100),,0.009063218,770,M.ash presicion mechanics,IL
0,1,urgent,1,1,1,[11-20),[30-100),,0.006420497,1714,MATIC Kft.,HU
0,1,urgent,1,1,1,[11-20),[30-100),,0.003937645,19924,RUDI LTD,
0,1,urgent,1,1,1,[11-20),[30-100),,0.0035594248,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,1,1,1,[11-20),[30-100),,0.002912036,4753,Aloni engineering,CN
0,1,urgent,1,1,1,[11-20),[30-100),,0.0013384835,15611,Chemograf Ltd.,
0,1,urgent,1,1,1,[11-20),[30-100),,0.00037745488,5007,nirgal metal turning,
0,1,urgent,1,1,1,[11-20),[30-100),,0.0003221529,63577,Inolif,TR
0,1,urgent,1,1,1,[11-20),[30-100),,0.00027290866,65418,Hall Family Investments 3 LLC,US
0,1,urgent,1,1,1,[11-20),[30-100),,7.458738e-05,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,1,1,1,[11-20),[30-100),,4.7217127e-05,54499,Leshine,CN
0,1,urgent,1,1,1,[11-20),>=200,,0.50027233,788,Zahavi steel ltd.,
0,1,urgent,1,1,1,[11-20),>=200,,0.48405415,15228,Metalif Inc.,TR
0,1,urgent,1,1,1,[11-20),>=200,,0.38442874,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,1,1,1,[11-20),>=200,,0.31080243,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,1,1,1,[11-20),>=200,,0.15319212,2184,P.D.R ELECTRONICS,CN
0,1,urgent,1,1,1,[11-20),>=200,,0.059208844,5314,Hongding Photoelectric Technology,CN
0,1,urgent,1,1,1,[11-20),>=200,,0.0426799,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,1,1,1,[11-20),>=200,,0.0404138,5011,YAAF,
0,1,urgent,1,1,1,[11-20),>=200,,0.031224906,1714,MATIC Kft.,HU
0,1,urgent,1,1,1,[11-20),>=200,,0.014493287,15212,FGM TEKNİK,TR
0,1,urgent,1,1,1,[11-20),>=200,,0.002388653,63577,Inolif,TR
0,1,urgent,1,1,1,[11-20),>=200,,0.0021603752,4753,Aloni engineering,CN
0,1,urgent,1,1,1,[11-20),>=200,,0.0020765578,770,M.ash presicion mechanics,IL
0,1,urgent,1,1,1,[11-20),>=200,,0.0017717235,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,1,1,1,[11-20),>=200,,0.00033035173,19924,RUDI LTD,
0,1,urgent,1,1,1,[11-20),>=200,,0.00023740588,5007,nirgal metal turning,
0,1,urgent,1,1,1,[11-20),>=200,,2.8804301e-05,774,R.Benes Metal Ltd.,
0,1,urgent,1,1,1,[11-20),>=200,,2.2493386e-05,23710,5MGLOBAL,TR
0,1,urgent,1,1,1,[11-20),>=200,,1.8148052e-05,790,M. Barzilay Metal industries Ltd.,IL
0,1,urgent,1,1,1,[11-20),>=200,,1.1627862e-05,54499,Leshine,CN
0,1,urgent,1,1,1,[11-20),[100-200),,0.5437861,788,Zahavi steel ltd.,
0,1,urgent,1,1,1,[11-20),[100-200),,0.42640895,15228,Metalif Inc.,TR
0,1,urgent,1,1,1,[11-20),[100-200),,0.31113675,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,1,1,1,[11-20),[100-200),,0.23031342,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,1,1,1,[11-20),[100-200),,0.17503227,2184,P.D.R ELECTRONICS,CN
0,1,urgent,1,1,1,[11-20),[100-200),,0.08460822,15212,FGM TEKNİK,TR
0,1,urgent,1,1,1,[11-20),[100-200),,0.07869575,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,1,1,1,[11-20),[100-200),,0.06144546,5314,Hongding Photoelectric Technology,CN
0,1,urgent,1,1,1,[11-20),[100-200),,0.030407524,1714,MATIC Kft.,HU
0,1,urgent,1,1,1,[11-20),[100-200),,0.006116172,4753,Aloni engineering,CN
0,1,urgent,1,1,1,[11-20),[100-200),,0.0017383792,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,1,1,1,[11-20),[100-200),,0.0016174545,5011,YAAF,
0,1,urgent,1,1,1,[11-20),[100-200),,0.0006193633,5007,nirgal metal turning,
0,1,urgent,1,1,1,[11-20),[100-200),,0.00027103393,63577,Inolif,TR
0,1,urgent,1,1,1,[11-20),[100-200),,0.00026485478,65418,Hall Family Investments 3 LLC,US
0,1,urgent,1,1,1,[11-20),[100-200),,0.000111812165,770,M.ash presicion mechanics,IL
0,1,urgent,1,1,1,[11-20),[100-200),,0.00010128011,774,R.Benes Metal Ltd.,
0,1,urgent,1,1,1,[11-20),[100-200),,5.3788935e-05,790,M. Barzilay Metal industries Ltd.,IL
0,1,urgent,1,1,1,[11-20),[100-200),,1.6564438e-05,54499,Leshine,CN
0,1,urgent,1,1,1,[11-20),[100-200),,1.610792e-05,23710,5MGLOBAL,TR
0,1,urgent,0,0,0,[4-11),[10-30),,0.3236558,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[4-11),[10-30),,0.26838526,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[4-11),[10-30),,0.25278452,5011,YAAF,
0,1,urgent,0,0,0,[4-11),[10-30),,0.17081106,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[4-11),[10-30),,0.13573985,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[4-11),[10-30),,0.1105843,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[4-11),[10-30),,0.0874313,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[4-11),[10-30),,0.0570216,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[4-11),[10-30),,0.053322952,15203,Dakrim Ltd,
0,1,urgent,0,0,0,[4-11),[10-30),,0.047144238,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,[4-11),[10-30),,0.04535103,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,[4-11),[10-30),,0.030867709,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[4-11),[10-30),,0.026179653,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[4-11),[10-30),,0.019135669,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[4-11),[10-30),,0.012702415,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[4-11),[10-30),,0.010832249,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,[4-11),[10-30),,0.006098317,21576,Masteran LTD,
0,1,urgent,0,0,0,[4-11),[10-30),,0.001932328,756,Micron E.M.E,
0,1,urgent,0,0,0,[4-11),[10-30),,0.0009679718,774,R.Benes Metal Ltd.,
0,1,urgent,0,0,0,[4-11),[10-30),,0.0007854178,15611,Chemograf Ltd.,
0,1,urgent,0,0,0,[4-11),[1-10),,0.476275,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[4-11),[1-10),,0.35459432,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[4-11),[1-10),,0.19158679,5011,YAAF,
0,1,urgent,0,0,0,[4-11),[1-10),,0.14638177,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[4-11),[1-10),,0.14326349,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[4-11),[1-10),,0.10362173,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[4-11),[1-10),,0.10146444,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[4-11),[1-10),,0.06330179,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[4-11),[1-10),,0.061995775,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[4-11),[1-10),,0.06043187,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[4-11),[1-10),,0.049012944,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,[4-11),[1-10),,0.034410216,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[4-11),[1-10),,0.029533278,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,[4-11),[1-10),,0.029455587,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[4-11),[1-10),,0.02128887,756,Micron E.M.E,
0,1,urgent,0,0,0,[4-11),[1-10),,0.004345007,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,[4-11),[1-10),,0.0030631449,774,R.Benes Metal Ltd.,
0,1,urgent,0,0,0,[4-11),[1-10),,0.002803536,21576,Masteran LTD,
0,1,urgent,0,0,0,[4-11),[1-10),,0.0005055944,15611,Chemograf Ltd.,
0,1,urgent,0,0,0,[4-11),[1-10),,0.00046997517,63577,Inolif,TR
0,1,urgent,0,0,0,[4-11),[30-100),,0.41388258,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[4-11),[30-100),,0.38326523,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[4-11),[30-100),,0.23613429,5011,YAAF,
0,1,urgent,0,0,0,[4-11),[30-100),,0.1856939,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[4-11),[30-100),,0.17791118,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[4-11),[30-100),,0.14392783,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[4-11),[30-100),,0.10854207,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[4-11),[30-100),,0.106235355,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[4-11),[30-100),,0.09376002,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[4-11),[30-100),,0.088696055,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,[4-11),[30-100),,0.03496056,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[4-11),[30-100),,0.032049034,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,[4-11),[30-100),,0.024072064,15203,Dakrim Ltd,
0,1,urgent,0,0,0,[4-11),[30-100),,0.014851478,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[4-11),[30-100),,0.013395244,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,urgent,0,0,0,[4-11),[30-100),,0.008101758,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[4-11),[30-100),,0.007980392,21576,Masteran LTD,
0,1,urgent,0,0,0,[4-11),[30-100),,0.0070893154,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,[4-11),[30-100),,0.002238493,756,Micron E.M.E,
0,1,urgent,0,0,0,[4-11),[30-100),,0.0018825982,63577,Inolif,TR
0,1,urgent,0,0,0,[4-11),>=200,,0.48044813,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[4-11),>=200,,0.3272701,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[4-11),>=200,,0.20132466,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[4-11),>=200,,0.18741785,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[4-11),>=200,,0.12654321,5011,YAAF,
0,1,urgent,0,0,0,[4-11),>=200,,0.12339536,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[4-11),>=200,,0.09510785,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[4-11),>=200,,0.07592863,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[4-11),>=200,,0.066329174,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[4-11),>=200,,0.06579708,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[4-11),>=200,,0.03509369,63577,Inolif,TR
0,1,urgent,0,0,0,[4-11),>=200,,0.026591912,15203,Dakrim Ltd,
0,1,urgent,0,0,0,[4-11),>=200,,0.0053447587,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[4-11),>=200,,0.005059677,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,urgent,0,0,0,[4-11),>=200,,0.0048907474,1714,MATIC Kft.,HU
0,1,urgent,0,0,0,[4-11),>=200,,0.0037679886,21576,Masteran LTD,
0,1,urgent,0,0,0,[4-11),>=200,,0.0016726013,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[4-11),>=200,,0.0011452952,20522,AVCO,
0,1,urgent,0,0,0,[4-11),>=200,,0.00077889947,20224,YDC METAL,TR
0,1,urgent,0,0,0,[4-11),>=200,,0.00020823523,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,[4-11),[100-200),,0.35747883,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[4-11),[100-200),,0.17217842,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[4-11),[100-200),,0.15393177,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[4-11),[100-200),,0.124800816,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[4-11),[100-200),,0.12068014,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[4-11),[100-200),,0.11572505,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[4-11),[100-200),,0.09836722,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[4-11),[100-200),,0.07489488,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[4-11),[100-200),,0.049670104,21576,Masteran LTD,
0,1,urgent,0,0,0,[4-11),[100-200),,0.03319845,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[4-11),[100-200),,0.027270613,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,[4-11),[100-200),,0.018036269,5011,YAAF,
0,1,urgent,0,0,0,[4-11),[100-200),,0.015392867,63577,Inolif,TR
0,1,urgent,0,0,0,[4-11),[100-200),,0.010399625,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,[4-11),[100-200),,0.00996324,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,urgent,0,0,0,[4-11),[100-200),,0.007349628,1714,MATIC Kft.,HU
0,1,urgent,0,0,0,[4-11),[100-200),,0.0053447895,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[4-11),[100-200),,0.004935418,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[4-11),[100-200),,0.0011244687,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,[4-11),[100-200),,0.0009605542,20224,YDC METAL,TR
0,1,urgent,0,0,0,[1-4),[10-30),,0.37477428,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[1-4),[10-30),,0.23173371,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[1-4),[10-30),,0.2136463,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[1-4),[10-30),,0.200508,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[1-4),[10-30),,0.19583362,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[1-4),[10-30),,0.193885,5011,YAAF,
0,1,urgent,0,0,0,[1-4),[10-30),,0.10822004,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[1-4),[10-30),,0.0981817,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[1-4),[10-30),,0.08158249,2194,AD SHVAV,
0,1,urgent,0,0,0,[1-4),[10-30),,0.07069099,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,[1-4),[10-30),,0.06340635,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,[1-4),[10-30),,0.045608323,15203,Dakrim Ltd,
0,1,urgent,0,0,0,[1-4),[10-30),,0.03826001,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,[1-4),[10-30),,0.029922638,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[1-4),[10-30),,0.02805799,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[1-4),[10-30),,0.021941295,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[1-4),[10-30),,0.021913672,21576,Masteran LTD,
0,1,urgent,0,0,0,[1-4),[10-30),,0.012170234,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[1-4),[10-30),,0.008965939,19924,RUDI LTD,
0,1,urgent,0,0,0,[1-4),[10-30),,0.003070282,63577,Inolif,TR
0,1,urgent,0,0,0,[1-4),[1-10),,0.39078772,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[1-4),[1-10),,0.25215927,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[1-4),[1-10),,0.1878276,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[1-4),[1-10),,0.17160645,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[1-4),[1-10),,0.16060907,5011,YAAF,
0,1,urgent,0,0,0,[1-4),[1-10),,0.13951837,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[1-4),[1-10),,0.13910037,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[1-4),[1-10),,0.12114058,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[1-4),[1-10),,0.06259999,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[1-4),[1-10),,0.051080484,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,[1-4),[1-10),,0.048095025,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[1-4),[1-10),,0.04533179,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,[1-4),[1-10),,0.03891275,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[1-4),[1-10),,0.023762833,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,[1-4),[1-10),,0.022494353,2194,AD SHVAV,
0,1,urgent,0,0,0,[1-4),[1-10),,0.02181848,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[1-4),[1-10),,0.011787919,63577,Inolif,TR
0,1,urgent,0,0,0,[1-4),[1-10),,0.010542051,21576,Masteran LTD,
0,1,urgent,0,0,0,[1-4),[1-10),,0.009786237,756,Micron E.M.E,
0,1,urgent,0,0,0,[1-4),[1-10),,0.0074793138,19924,RUDI LTD,
0,1,urgent,0,0,0,[1-4),[30-100),,0.33912766,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[1-4),[30-100),,0.33261722,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[1-4),[30-100),,0.27200675,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[1-4),[30-100),,0.21008372,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[1-4),[30-100),,0.15048797,5011,YAAF,
0,1,urgent,0,0,0,[1-4),[30-100),,0.14275841,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[1-4),[30-100),,0.12150158,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[1-4),[30-100),,0.11975802,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[1-4),[30-100),,0.09330553,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[1-4),[30-100),,0.07438557,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,[1-4),[30-100),,0.06140978,19924,RUDI LTD,
0,1,urgent,0,0,0,[1-4),[30-100),,0.055901367,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,urgent,0,0,0,[1-4),[30-100),,0.050748028,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,[1-4),[30-100),,0.041101016,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[1-4),[30-100),,0.030731445,63577,Inolif,TR
0,1,urgent,0,0,0,[1-4),[30-100),,0.026978822,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,[1-4),[30-100),,0.02143355,21576,Masteran LTD,
0,1,urgent,0,0,0,[1-4),[30-100),,0.011019478,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[1-4),[30-100),,0.010630634,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[1-4),[30-100),,0.004357404,15203,Dakrim Ltd,
0,1,urgent,0,0,0,[1-4),>=200,,0.46550378,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[1-4),>=200,,0.29178602,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[1-4),>=200,,0.22243328,63577,Inolif,TR
0,1,urgent,0,0,0,[1-4),>=200,,0.20676069,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[1-4),>=200,,0.18789864,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[1-4),>=200,,0.16698882,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[1-4),>=200,,0.14482878,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[1-4),>=200,,0.1443025,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[1-4),>=200,,0.10589146,5011,YAAF,
0,1,urgent,0,0,0,[1-4),>=200,,0.076063536,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[1-4),>=200,,0.06636143,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[1-4),>=200,,0.02833748,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,urgent,0,0,0,[1-4),>=200,,0.024076158,21576,Masteran LTD,
0,1,urgent,0,0,0,[1-4),>=200,,0.013301201,19924,RUDI LTD,
0,1,urgent,0,0,0,[1-4),>=200,,0.011003831,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[1-4),>=200,,0.0076437904,1714,MATIC Kft.,HU
0,1,urgent,0,0,0,[1-4),>=200,,0.006907069,15203,Dakrim Ltd,
0,1,urgent,0,0,0,[1-4),>=200,,0.0025857685,20522,AVCO,
0,1,urgent,0,0,0,[1-4),>=200,,0.0017888373,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[1-4),>=200,,0.00084044074,19571,YAAF Machining,IL
0,1,urgent,0,0,0,[1-4),[100-200),,0.32337356,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,[1-4),[100-200),,0.21623325,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,[1-4),[100-200),,0.19829287,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,[1-4),[100-200),,0.18769202,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,[1-4),[100-200),,0.16130348,63577,Inolif,TR
0,1,urgent,0,0,0,[1-4),[100-200),,0.15716213,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,[1-4),[100-200),,0.09315375,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,[1-4),[100-200),,0.08323023,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,[1-4),[100-200),,0.0797888,4753,Aloni engineering,CN
0,1,urgent,0,0,0,[1-4),[100-200),,0.06218305,21576,Masteran LTD,
0,1,urgent,0,0,0,[1-4),[100-200),,0.044547845,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,urgent,0,0,0,[1-4),[100-200),,0.034348328,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,[1-4),[100-200),,0.0327741,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,[1-4),[100-200),,0.023694523,5011,YAAF,
0,1,urgent,0,0,0,[1-4),[100-200),,0.021069966,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,[1-4),[100-200),,0.010913692,1714,MATIC Kft.,HU
0,1,urgent,0,0,0,[1-4),[100-200),,0.007803969,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,[1-4),[100-200),,0.0042387443,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,[1-4),[100-200),,0.0027629307,790,M. Barzilay Metal industries Ltd.,IL
0,1,urgent,0,0,0,[1-4),[100-200),,0.0005258973,19571,YAAF Machining,IL
0,1,urgent,0,0,0,>=20,[10-30),,0.3646129,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,>=20,[10-30),,0.3030312,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,>=20,[10-30),,0.2614345,4753,Aloni engineering,CN
0,1,urgent,0,0,0,>=20,[10-30),,0.21399155,5011,YAAF,
0,1,urgent,0,0,0,>=20,[10-30),,0.17820358,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,>=20,[10-30),,0.093827315,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,>=20,[10-30),,0.06553044,2184,P.D.R ELECTRONICS,CN
0,1,urgent,0,0,0,>=20,[10-30),,0.06537348,15212,FGM TEKNİK,TR
0,1,urgent,0,0,0,>=20,[10-30),,0.026402293,15228,Metalif Inc.,TR
0,1,urgent,0,0,0,>=20,[10-30),,0.02530059,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,urgent,0,0,0,>=20,[10-30),,0.012124116,1276,A. Peer Industries Ltd.,
0,1,urgent,0,0,0,>=20,[10-30),,0.009146309,7490,GS ELECTRONIC PACKAGING,
0,1,urgent,0,0,0,>=20,[10-30),,0.003431112,15611,Chemograf Ltd.,
0,1,urgent,0,0,0,>=20,[10-30),,0.0012120289,2194,AD SHVAV,
0,1,urgent,0,0,0,>=20,[10-30),,0.0006246695,15203,Dakrim Ltd,
0,1,urgent,0,0,0,>=20,[10-30),,0.00051804,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,
0,1,urgent,0,0,0,>=20,[10-30),,0.00035425986,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,urgent,0,0,0,>=20,[10-30),,0.00026241865,65418,Hall Family Investments 3 LLC,US
0,1,urgent,0,0,0,>=20,[10-30),,0.00015574307,774,R.Benes Metal Ltd.,
0,1,urgent,0,0,0,>=20,[10-30),,7.345673e-05,63577,Inolif,TR
0,1,urgent,0,0,0,>=20,[1-10),,0.48585388,770,M.ash presicion mechanics,IL
0,1,urgent,0,0,0,>=20,[1-10),,0.24936828,5314,Hongding Photoelectric Technology,CN
0,1,urgent,0,0,0,>=20,[1-10),,0.2385137,4753,Aloni engineering,CN
0,1,urgent,0,0,0,>=20,[1-10),,0.17327756,5011,YAAF,
0,1,urgent,0,0,0,>=20,[1-10),,0.12765008,36004,Shenzhen KG Model Co. Ltd,CN
0,1,urgent,0,0,0,>=20,[1-10),,0.11560912,788,Zahavi steel ltd.,
0,1,urgent,0,0,0,>=20,[1-10),,0.11133088,1266,Semel Hagalil Design &amp; Production Ltd.,
